,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals
107,Georgia State NCAA,34,24,10,0.706,2.44,0.65,13,5,13,1,7,7,2598,2491,,1210,751,1739,0.432,240,716,0.335,440,628,0.701,317,1032,342,219,78,497,735
166,Marquette NCAA,34,24,10,0.706,14.78,6.96,12,6,16,3,6,4,2629,2363,,1250,742,1784,0.416,213,620,0.344,407,645,0.631,330,1122,389,226,134,517,554
142,Kansas NCAA,36,26,10,0.722,18.35,12.79,12,6,16,0,3,8,2725,2525,,1345,781,1908,0.409,234,773,0.303,488,659,0.741,372,1235,421,211,97,467,630
250,Purdue NCAA,36,26,10,0.722,21.4,11.99,16,4,15,0,6,6,2760,2421,,1500,990,2168,0.457,281,813,0.346,469,688,0.682,395,1347,598,255,162,499,586
329,Villanova NCAA,36,26,10,0.722,14.33,7.97,13,5,13,2,5,6,2654,2425,,1170,639,1592,0.401,199,620,0.321,382,578,0.661,285,1070,307,135,84,466,551
51,Central Florida NCAA,33,24,9,0.727,13.37,5.58,13,5,15,2,5,5,2385,2128,,1490,895,2139,0.418,203,636,0.319,641,923,0.694,358,1215,503,345,105,471,763
352,Yale NCAA,30,22,8,0.733,5.52,-1.24,10,4,11,2,8,5,2427,2202,,1495,929,2146,0.433,325,934,0.348,445,637,0.699,358,1264,486,227,152,401,627
141,Kansas State NCAA,34,25,9,0.735,15.39,9.18,14,4,13,2,7,5,2236,2025,,1330,901,1990,0.453,325,859,0.378,410,531,0.772,327,1281,538,170,152,402,517
191,Montana NCAA,35,26,9,0.743,1.5,-5.05,16,4,12,2,9,5,2665,2397,,1310,810,1860,0.435,180,550,0.327,370,532,0.695,389,1184,319,154,94,390,561
226,Northern Kentucky NCAA,35,26,9,0.743,4.67,-2.39,13,5,17,1,7,7,2747,2410,,1210,773,1719,0.45,236,704,0.335,397,550,0.722,277,1021,392,171,135,408,523
235,Old Dominion NCAA,35,26,9,0.743,3.74,-1.18,13,5,14,2,8,4,2300,2128,,1240,733,1783,0.411,213,670,0.318,403,585,0.689,298,1131,444,147,109,467,535
332,Virginia Tech NCAA,35,26,9,0.743,19.28,7.79,12,6,14,2,5,5,2574,2172,,1290,776,1732,0.448,222,652,0.34,522,751,0.695,239,1119,430,176,76,404,529
19,Auburn NCAA,40,30,10,0.75,20.84,10.92,11,7,15,2,4,6,3188,2750,,1335,919,2012,0.457,256,721,0.355,486,768,0.633,380,1361,472,194,136,467,563
337,Washington NCAA,36,27,9,0.75,12.01,7.01,15,3,15,1,7,4,2511,2331,,1410,959,2038,0.471,274,772,0.355,559,747,0.748,377,1405,598,215,147,449,649
330,Virginia Commonwealth NCAA,33,25,8,0.758,11.96,2.87,16,2,16,1,8,4,2344,2044,,1335,802,1783,0.45,185,585,0.316,416,595,0.699,294,1115,431,202,101,439,546
97,Florida State NCAA,37,29,8,0.784,17.99,10.26,13,5,15,1,6,4,2771,2485,,1370,864,1887,0.458,273,761,0.359,507,678,0.748,304,1194,399,188,136,377,568
1,Abilene Christian NCAA,34,27,7,0.794,-1.91,-7.34,14,4,13,2,10,4,2502,2161,,1330,820,1872,0.438,235,771,0.305,469,669,0.701,358,1208,450,263,148,458,650
328,Vermont NCAA,34,27,7,0.794,4.88,-4.18,14,2,16,2,11,4,2508,2143,,1290,843,1974,0.427,323,899,0.359,424,581,0.73,280,1110,442,217,61,390,541
57,Cincinnati NCAA,35,28,7,0.8,14.53,5.5,14,4,16,2,7,4,2510,2194,,1410,893,1900,0.47,327,831,0.394,461,606,0.761,310,1142,531,236,78,392,532
157,Louisiana State NCAA,35,28,7,0.8,16.5,9.16,16,2,15,2,9,1,2815,2558,,1535,974,2056,0.474,321,813,0.395,445,598,0.744,342,1326,544,211,149,342,542
323,Utah State NCAA,35,28,7,0.8,11.98,0.89,15,3,14,1,9,4,2753,2349,,1205,655,1696,0.386,236,773,0.305,428,575,0.744,378,1095,351,184,108,414,639
150,Liberty NCAA,36,29,7,0.806,5.27,-3.88,14,2,16,1,11,3,2654,2209,,1250,714,1812,0.394,197,640,0.308,494,681,0.725,399,1174,329,150,77,417,555
216,North Carolina NCAA,36,29,7,0.806,23.94,11.35,16,2,14,2,11,1,3089,2636,,1445,883,1956,0.451,273,780,0.35,472,679,0.695,334,1129,419,323,206,479,653
145,Kentucky NCAA,37,30,7,0.811,21.43,10.29,15,3,17,1,8,2,2806,2394,,1330,920,1934,0.476,249,684,0.364,528,708,0.746,220,1177,383,179,140,382,609
179,Michigan NCAA,37,30,7,0.811,21.82,10.55,15,5,17,1,7,4,2575,2158,,1460,901,2181,0.413,269,852,0.316,584,849,0.688,519,1425,488,223,126,557,707
315,Texas Tech NCAA,38,31,7,0.816,22.79,9.53,14,4,17,1,6,3,2765,2261,,1295,792,1744,0.454,296,800,0.37,424,628,0.675,303,1135,389,135,53,577,671
23,Belmont NCAA,33,27,6,0.818,9.12,-2.6,16,2,13,1,12,3,2868,2439,,1245,818,1860,0.44,241,626,0.385,321,440,0.73,254,1100,319,165,132,353,487
178,Michigan State NCAA,39,32,7,0.821,24.93,12.34,16,4,15,1,8,4,3025,2534,,1380,853,1910,0.447,199,608,0.327,524,724,0.724,338,1256,417,235,174,466,528
43,UC-Irvine NCAA,37,31,6,0.838,5.7,-2.3,15,1,12,2,13,2,2675,2353,,1300,774,1822,0.425,228,723,0.315,470,680,0.691,345,1197,374,147,78,490,564
305,Tennessee NCAA,37,31,6,0.838,21.55,10.16,15,3,18,0,7,3,3035,2580,,1485,929,2277,0.408,276,890,0.31,475,655,0.725,452,1417,499,174,135,446,705
81,Duke NCAA,38,32,6,0.842,26.9,11.98,14,4,15,2,7,2,3143,2576,,1265,841,1773,0.474,254,735,0.346,385,576,0.668,251,1057,529,158,146,390,516
195,Murray State NCAA,33,28,5,0.848,8.96,-3.11,16,2,15,1,10,3,2727,2255,,1210,855,1878,0.455,372,997,0.373,417,565,0.738,330,1232,460,134,83,456,535
200,Nevada NCAA,34,29,5,0.853,16,2.68,15,3,15,0,9,3,2723,2270,,1385,874,1945,0.449,241,672,0.359,344,531,0.648,283,1197,430,177,140,327,511
202,New Mexico State NCAA,35,30,5,0.857,10.05,-2.38,15,1,16,1,10,1,2734,2259,,1410,1044,2132,0.49,385,929,0.414,406,577,0.704,365,1232,528,233,105,377,589
348,Wofford NCAA,35,30,5,0.857,13.92,0.8,18,0,15,1,11,3,2879,2295,,1405,885,2028,0.436,281,818,0.344,510,692,0.737,382,1229,484,214,72,402,545
35,Buffalo NCAA,36,32,4,0.889,15.56,2.62,16,2,14,0,12,3,3037,2550,,1285,690,1656,0.417,248,720,0.344,477,660,0.723,167,983,331,176,88,450,588
110,Gonzaga NCAA,37,33,4,0.892,27.79,5.01,16,0,17,0,9,1,3243,2400,,1420,922,1977,0.466,245,740,0.331,437,644,0.679,371,1281,519,190,128,450,550
122,Houston NCAA,37,33,4,0.892,18.91,4.61,16,2,19,1,10,1,2787,2258,,1215,893,1812,0.493,230,634,0.363,411,557,0.738,259,1157,503,177,131,392,510
333,Virginia NCAA,38,35,3,0.921,25.46,10.15,16,2,15,1,10,1,2714,2132,,1305,879,2057,0.427,303,891,0.34,354,505,0.701,418,1207,449,210,115,423,656
