,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals
94,Florida Gulf Coast NCAA,35,21,14,0.6,-0.79,-3.82,8,6,16,4,4,8,2703,2473,,1435,1008,2106,0.479,186,527,0.353,501,778,0.644,417,1422,483,230,141,438,674
99,Fresno State NCAA,35,25,10,0.714,5.27,2.24,13,5,16,2,6,7,2630,2475,,1420,926,2126,0.436,219,638,0.343,559,805,0.694,409,1293,466,295,138,378,764
109,Gonzaga NCAA,36,28,8,0.778,16.92,4.23,15,3,11,4,9,2,2840,2360,,1445,1011,2081,0.486,281,738,0.381,537,708,0.758,382,1426,501,184,111,418,623
112,Green Bay NCAA,36,23,13,0.639,1.16,-0.67,11,7,11,3,8,9,3013,2880,,1455,1048,2350,0.446,255,730,0.349,662,1007,0.657,458,1385,501,358,166,441,724
113,Hampton NCAA,32,21,11,0.656,-8.74,-8.45,13,3,9,2,8,7,2363,2370,,1305,810,1967,0.412,206,678,0.304,537,815,0.659,447,1322,381,169,117,440,649
116,Hawaii NCAA,34,28,6,0.824,9.03,-1.04,13,3,16,3,7,2,2620,2267,,1365,893,1946,0.459,237,737,0.322,597,873,0.684,360,1270,525,257,124,443,695
119,Holy Cross NCAA,35,15,20,0.429,-11.2,-6.11,5,13,8,6,5,13,2267,2445,,1425,775,1879,0.412,251,769,0.326,466,678,0.687,279,1052,480,219,86,386,585
130,Indiana NCAA,35,27,8,0.771,19.59,6.9,15,3,17,0,6,4,2891,2447,,1405,1021,2034,0.502,345,831,0.415,504,688,0.733,414,1288,560,239,137,474,647
131,Iona NCAA,33,22,11,0.667,3.59,-1.78,16,4,11,2,8,6,2628,2451,,1325,919,2011,0.457,327,884,0.37,463,651,0.711,348,1218,551,248,135,422,642
132,Iowa State NCAA,35,23,12,0.657,16.93,10.16,10,8,14,2,4,7,2862,2625,,1415,1087,2159,0.503,293,758,0.387,395,563,0.702,304,1244,577,218,142,398,542
133,Iowa NCAA,33,22,11,0.667,17.01,8.71,12,6,13,2,6,5,2561,2287,,1330,906,2027,0.447,269,719,0.374,480,669,0.717,392,1257,523,223,156,339,538
141,Kansas NCAA,38,33,5,0.868,23.87,11.22,15,3,16,0,7,3,3089,2570,,1540,1092,2207,0.495,304,728,0.418,601,843,0.713,402,1443,604,253,158,478,719
144,Kentucky NCAA,36,27,9,0.75,20.23,8.84,13,5,17,0,4,7,2861,2451,,1455,1028,2149,0.478,244,666,0.366,561,813,0.69,451,1395,512,206,207,389,735
169,Maryland NCAA,36,27,9,0.75,16.71,8.31,12,6,16,1,4,6,2725,2400,,1445,943,1941,0.486,267,739,0.361,572,745,0.768,319,1288,488,210,194,458,605
175,Miami (FL) NCAA,35,27,8,0.771,18.52,10.69,13,5,15,1,6,5,2633,2359,,1405,907,1895,0.479,241,643,0.375,578,772,0.749,330,1207,438,215,127,383,581
177,Michigan State NCAA,35,29,6,0.829,22.59,6.94,13,5,14,2,7,3,2793,2245,,1410,1009,2078,0.486,321,739,0.434,454,623,0.729,415,1454,719,156,177,406,671
178,Michigan NCAA,36,23,13,0.639,13.75,7.92,10,8,13,4,4,6,2656,2426,,1445,947,2048,0.462,342,901,0.38,420,569,0.738,290,1152,537,203,81,348,558
179,Middle Tennessee NCAA,35,25,10,0.714,2.66,-0.7,13,5,11,3,8,6,2539,2410,,1405,909,2025,0.449,279,716,0.39,442,718,0.616,369,1283,455,215,123,419,700
208,North Carolina-Asheville NCAA,34,22,12,0.647,1.1,-3.25,12,6,11,3,6,7,2552,2313,,1370,898,1973,0.455,195,603,0.323,561,808,0.694,396,1278,422,312,112,444,587
213,North Carolina-Wilmington NCAA,33,25,8,0.758,6.25,0.35,14,4,12,2,8,5,2620,2379,,1335,928,2039,0.455,230,677,0.34,534,760,0.703,397,1237,438,246,143,374,793
214,North Carolina NCAA,40,33,7,0.825,23.44,10.69,14,4,15,1,6,5,3311,2801,,1600,1235,2560,0.482,224,685,0.327,617,826,0.747,568,1624,708,269,177,431,718
223,Northern Iowa NCAA,36,23,13,0.639,8.78,4.44,11,7,11,3,6,8,2475,2303,,1455,849,1864,0.455,298,796,0.374,479,633,0.757,195,1091,429,204,94,357,560
227,Notre Dame NCAA,36,24,12,0.667,14.1,9.57,11,7,14,2,5,5,2704,2541,,1445,972,2042,0.476,262,700,0.374,498,671,0.742,381,1265,480,197,143,359,544
232,Oklahoma NCAA,37,29,8,0.784,19.76,11.14,12,6,14,1,7,5,2948,2629,,1495,1018,2225,0.458,382,906,0.422,530,734,0.722,407,1418,537,247,188,484,630
235,Oregon State NCAA,32,19,13,0.594,10.39,9.26,9,9,12,3,4,7,2301,2244,,1280,811,1843,0.44,218,587,0.371,461,687,0.671,337,1102,432,236,106,361,642
236,Oregon NCAA,38,31,7,0.816,18.05,8.64,14,4,18,0,5,5,2990,2614,,1525,1041,2230,0.467,260,758,0.343,648,906,0.715,442,1382,517,275,221,431,675
241,Pittsburgh NCAA,33,21,12,0.636,15.47,8.75,9,9,15,4,3,6,2476,2220,,1330,878,1919,0.458,204,589,0.346,516,686,0.752,417,1257,547,162,121,384,581
247,Providence NCAA,35,24,11,0.686,11.94,8.46,10,8,13,4,7,4,2577,2455,,1415,881,2093,0.421,249,776,0.321,566,781,0.725,402,1263,550,229,123,397,591
248,Purdue NCAA,35,26,9,0.743,20.17,7.46,12,6,17,1,5,5,2726,2281,,1415,960,2042,0.47,268,731,0.367,538,723,0.744,400,1443,615,147,165,419,607
260,Saint Joseph's NCAA,36,28,8,0.778,12.1,4.93,13,5,12,4,10,2,2780,2522,,1445,976,2153,0.453,251,767,0.327,577,806,0.716,359,1378,534,184,119,355,583
273,Seton Hall NCAA,34,25,9,0.735,14.66,8.28,12,6,13,3,7,4,2522,2305,,1365,892,1999,0.446,206,594,0.347,532,808,0.658,438,1355,455,251,155,469,636
279,South Dakota State NCAA,34,26,8,0.765,5.44,-1.22,12,4,13,0,8,7,2591,2316,,1360,877,1950,0.45,255,715,0.357,582,783,0.743,381,1279,381,169,84,399,670
284,Southern California NCAA,34,21,13,0.618,13.52,7.64,9,9,16,2,3,7,2737,2537,,1380,982,2138,0.459,266,688,0.387,507,750,0.676,401,1337,504,215,181,415,590
290,Southern NCAA,35,22,13,0.629,-7.68,-9.37,11,7,12,1,6,10,2534,2406,,1400,909,2046,0.444,211,610,0.346,505,754,0.67,365,1258,381,258,123,391,680
295,Stephen F. Austin NCAA,34,28,6,0.824,9.23,-5.47,18,0,14,0,9,4,2728,2153,,1360,972,2032,0.478,269,741,0.363,515,701,0.735,405,1188,635,310,122,411,700
297,Stony Brook NCAA,33,26,7,0.788,3.75,-5.28,14,2,15,1,11,5,2515,2115,,1325,933,1992,0.468,220,598,0.368,429,637,0.673,425,1312,541,204,150,379,523
298,Syracuse NCAA,37,23,14,0.622,14.62,9.75,9,9,13,4,3,7,2589,2409,,1495,884,2080,0.425,315,876,0.36,506,736,0.688,445,1319,493,300,162,440,598
299,Temple NCAA,33,21,12,0.636,7.69,6.57,14,4,11,3,8,4,2267,2230,,1345,822,2021,0.407,255,757,0.337,368,538,0.684,371,1225,445,173,103,305,535
305,Texas A&M NCAA,37,28,9,0.757,18.45,8.45,13,5,17,1,5,5,2828,2458,,1500,991,2208,0.449,281,824,0.341,565,841,0.672,460,1461,612,260,133,434,668
313,Texas Tech NCAA,32,19,13,0.594,12.41,10.25,9,9,14,3,3,7,2305,2236,,1295,785,1754,0.448,185,534,0.346,550,741,0.742,326,1086,418,190,134,385,589
314,Texas NCAA,33,20,13,0.606,14.8,11.71,11,7,14,3,5,5,2355,2253,,1330,814,1884,0.432,232,681,0.341,495,743,0.666,363,1139,377,167,144,341,688
319,Tulsa NCAA,32,20,12,0.625,9.79,5.76,12,6,12,3,6,5,2356,2227,,1290,821,1849,0.444,219,671,0.326,495,731,0.677,323,1123,435,216,88,346,563
323,Utah NCAA,36,27,9,0.75,15.5,8.79,13,5,16,1,5,5,2778,2502,,1460,977,2000,0.489,273,746,0.366,551,764,0.721,347,1335,557,199,149,451,549
325,Vanderbilt NCAA,33,19,14,0.576,17.2,8.68,11,7,14,2,3,9,2506,2225,,1330,857,1879,0.456,273,714,0.382,519,747,0.695,313,1273,487,139,182,386,632
327,Villanova NCAA,40,35,5,0.875,24.08,9.71,16,2,15,1,10,2,3118,2543,,1605,1086,2247,0.483,347,959,0.362,599,766,0.782,351,1385,637,282,136,440,681
328,Virginia Commonwealth NCAA,36,25,11,0.694,13.83,4.35,14,4,15,2,7,4,2781,2440,,1450,1010,2238,0.451,262,745,0.352,499,721,0.692,435,1347,515,309,135,405,706
331,Virginia NCAA,37,29,8,0.784,22.04,11.12,13,5,15,0,5,6,2626,2222,,1485,964,1964,0.491,224,557,0.402,474,630,0.752,323,1189,551,199,119,345,596
336,Weber State NCAA,35,26,9,0.743,0.18,-5.13,15,3,13,1,6,7,2662,2344,,1420,908,1885,0.482,291,785,0.371,555,821,0.676,300,1296,477,175,119,462,611
337,West Virginia NCAA,35,26,9,0.743,21.61,9.78,13,5,13,2,7,4,2749,2335,,1410,943,2102,0.449,209,643,0.325,654,972,0.673,558,1380,510,343,93,498,819
342,Wichita State NCAA,35,26,9,0.743,17.39,4.24,16,2,14,1,9,3,2535,2066,,1410,867,2023,0.429,250,771,0.324,551,768,0.717,407,1305,489,255,125,346,705
345,Wisconsin NCAA,35,22,13,0.629,13.4,9.4,12,6,13,5,6,5,2373,2233,,1410,816,1917,0.426,229,656,0.349,512,728,0.703,398,1228,400,205,114,386,588
349,Xavier NCAA,34,28,6,0.824,18.58,8.43,14,4,15,1,8,3,2737,2392,,1360,928,2054,0.452,255,702,0.363,626,857,0.73,436,1387,548,246,101,429,678
350,Yale NCAA,30,23,7,0.767,9.08,-1.03,13,1,12,0,9,6,2248,1914,,1205,795,1693,0.47,190,523,0.363,468,699,0.67,407,1208,452,170,137,398,530
