,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals
121,Illinois NCAA,34,24,10,0.706,14.38,6.73,11,7,14,3,5,6,2204,1944,,1370,859,1865,0.461,188,537,0.35,298,419,0.711,320,1127,595,199,122,420,521
134,Kansas NCAA,35,27,8,0.771,18.02,7.9,14,2,18,0,6,4,2674,2290,,1405,945,1979,0.478,217,585,0.371,567,782,0.725,421,1371,555,239,155,508,664
148,Louisiana State NCAA,35,27,8,0.771,11.87,3.27,13,3,19,2,6,3,2617,2316,,1410,937,2093,0.448,213,572,0.372,530,740,0.716,475,1365,529,267,212,425,609
150,Louisville NCAA,37,31,6,0.838,20.87,8.41,16,2,16,2,8,1,2748,2287,,,1001,2189,0.457,305,827,0.369,441,687,0.642,464,1395,625,335,223,508,625
157,Marquette NCAA,35,25,10,0.714,15.06,7.87,12,6,16,2,7,4,2739,2432,,1405,914,2023,0.452,243,701,0.347,668,918,0.728,425,1247,526,275,100,408,623
161,Maryland NCAA,35,21,14,0.6,11.1,8.99,7,9,14,4,2,6,2512,2419,,1415,924,2179,0.424,201,604,0.333,463,611,0.758,464,1274,511,268,145,428,582
164,Memphis NCAA,37,33,4,0.892,20.92,4.63,16,0,19,1,10,1,2779,2176,,1485,979,2176,0.45,222,681,0.326,599,868,0.69,498,1452,526,328,222,464,654
168,Michigan State NCAA,38,31,7,0.816,17.71,9.37,15,3,12,2,9,1,2737,2420,,1520,962,2135,0.451,201,567,0.354,612,877,0.698,533,1482,611,248,107,532,734
169,Michigan NCAA,35,21,14,0.6,11.9,9.74,9,9,14,3,3,8,2341,2213,,1420,812,1910,0.425,305,912,0.334,412,544,0.757,336,1087,542,223,92,402,535
172,Minnesota NCAA,33,22,11,0.667,11.32,7.19,9,9,16,3,4,6,2189,2032,,1325,782,1772,0.441,188,575,0.327,437,611,0.715,397,1136,466,274,201,477,588
173,Mississippi State NCAA,36,23,13,0.639,9.1,4.62,9,7,13,5,6,5,2677,2479,,1465,890,2058,0.432,296,819,0.361,601,847,0.71,407,1384,447,250,271,517,604
178,Missouri NCAA,38,31,7,0.816,19.56,6.72,12,4,18,0,5,4,3096,2571,,1520,1124,2381,0.472,263,746,0.353,585,871,0.672,486,1393,699,388,140,449,758
182,Morehead State NCAA,36,20,16,0.556,-3.14,-3.61,12,6,12,1,4,12,2511,2411,,,865,1978,0.437,188,565,0.333,593,823,0.721,498,1400,464,239,139,557,657
183,Morgan State NCAA,35,23,12,0.657,-2.29,-6.53,13,3,8,2,10,7,2333,2182,,,857,2047,0.419,181,537,0.337,438,675,0.649,508,1330,393,232,110,456,673
202,North Carolina NCAA,38,34,4,0.895,25.46,8.35,13,3,14,1,8,2,3413,2735,,1525,1205,2509,0.48,264,682,0.387,739,983,0.752,556,1594,685,325,196,472,608
203,North Dakota State NCAA,33,26,7,0.788,6.18,-2.72,16,2,12,1,10,4,2659,2279,,1345,943,1936,0.487,238,578,0.412,535,724,0.739,363,1171,486,230,108,370,539
209,Northern Iowa NCAA,34,23,11,0.676,5.63,2.24,14,4,11,4,8,4,2290,2158,,1390,766,1692,0.453,217,628,0.346,541,718,0.753,297,1140,418,146,83,397,619
214,Ohio State NCAA,33,22,11,0.667,12.48,8.23,10,8,15,3,4,7,2206,2046,,1335,778,1618,0.481,216,576,0.375,434,619,0.701,266,1024,440,194,175,439,501
216,Oklahoma State NCAA,35,23,12,0.657,13.78,7.44,9,7,14,2,4,6,2830,2608,,1410,948,2059,0.46,327,851,0.384,607,812,0.748,346,1223,446,266,82,431,745
217,Oklahoma NCAA,36,30,6,0.833,18.07,6.88,13,3,16,1,7,3,2833,2430,,1445,982,1997,0.492,242,689,0.351,627,929,0.675,435,1402,521,249,156,500,616
226,Pittsburgh NCAA,36,31,5,0.861,21.21,8.61,15,3,19,0,7,2,2787,2320,,1440,1040,2174,0.478,225,640,0.352,482,713,0.676,533,1433,633,246,139,436,585
227,Portland State NCAA,33,23,10,0.697,1.14,-3.16,11,5,13,1,7,7,2417,2262,,,861,1899,0.453,317,835,0.38,378,557,0.679,388,1116,503,245,93,453,553
232,Purdue NCAA,37,27,10,0.73,16.44,7.17,11,7,18,3,5,5,2555,2212,,1495,914,2071,0.441,244,704,0.347,483,687,0.703,363,1271,552,265,176,426,650
234,Radford NCAA,33,21,12,0.636,-4.55,-4.37,15,3,12,5,9,6,2491,2372,,1345,884,1917,0.461,163,463,0.352,560,825,0.679,418,1372,466,225,154,539,607
239,Robert Morris NCAA,35,24,11,0.686,-0.7,-5.23,15,3,14,3,9,7,2467,2288,,,880,1859,0.473,226,573,0.394,481,683,0.704,353,1161,536,301,121,530,693
257,Siena NCAA,35,27,8,0.771,8.05,0.99,16,2,17,0,9,4,2709,2462,,1415,1007,2157,0.467,184,558,0.33,511,769,0.664,438,1273,534,309,159,462,521
265,Southern California NCAA,35,22,13,0.629,14.09,9.15,9,9,15,2,2,8,2397,2224,,,872,1843,0.473,129,396,0.326,524,778,0.674,409,1247,438,224,165,487,584
275,Stephen F. Austin NCAA,32,24,8,0.75,1.1,-3.21,13,3,13,0,6,7,2099,1795,,1295,786,1795,0.438,177,561,0.316,350,539,0.649,311,1126,421,200,100,384,582
278,Syracuse NCAA,38,28,10,0.737,17.24,9.48,11,7,16,3,5,5,3046,2725,,,1110,2277,0.487,256,743,0.345,570,884,0.645,482,1505,687,296,194,583,580
279,Temple NCAA,34,22,12,0.647,9.05,3.9,11,5,9,2,9,8,2333,2158,,,846,1908,0.443,258,703,0.367,383,547,0.7,376,1248,527,189,141,426,581
283,Tennessee NCAA,34,21,13,0.618,13.6,7.71,10,6,10,5,6,5,2665,2465,,1365,957,2105,0.455,229,728,0.315,522,772,0.676,485,1316,554,225,124,452,647
285,Texas A&M NCAA,34,24,10,0.706,10.52,6.13,9,7,16,2,5,5,2440,2281,,,822,1831,0.449,202,560,0.361,594,856,0.694,422,1249,427,164,133,432,585
294,Texas NCAA,35,23,12,0.657,14.83,8.09,9,7,13,2,4,6,2532,2296,,1410,917,2063,0.444,166,566,0.293,532,797,0.668,496,1359,448,217,187,442,674
300,UCLA NCAA,35,26,9,0.743,18.64,7.19,13,5,16,2,6,4,2642,2241,,1405,967,1973,0.49,262,656,0.399,446,616,0.724,395,1151,541,292,110,440,598
301,Utah State NCAA,35,30,5,0.857,9.33,0.07,14,2,17,0,11,3,2534,2169,,,899,1813,0.496,222,563,0.394,514,695,0.74,365,1202,566,168,88,393,539
302,Utah NCAA,34,24,10,0.706,12.59,5.72,12,4,13,2,6,7,2421,2195,,1370,819,1727,0.474,242,655,0.369,541,693,0.781,279,1193,458,171,166,469,632
306,Villanova NCAA,38,30,8,0.789,17.45,8.72,13,5,16,2,8,3,2919,2560,,,990,2193,0.451,247,701,0.352,692,919,0.753,477,1449,551,300,128,505,735
307,Virginia Commonwealth NCAA,34,24,10,0.706,7.7,-0.65,14,4,16,1,7,6,2440,2156,,,866,1878,0.461,222,601,0.369,486,689,0.705,362,1152,469,257,155,431,654
312,Wake Forest NCAA,31,24,7,0.774,15.63,7.36,11,5,14,1,7,4,2510,2193,,,906,1849,0.49,126,394,0.32,572,804,0.711,390,1262,405,258,176,492,584
314,Washington NCAA,35,26,9,0.743,16.78,8.19,14,4,18,1,6,4,2750,2431,,,977,2136,0.457,146,433,0.337,650,929,0.7,532,1437,458,259,95,515,683
316,West Virginia NCAA,35,23,12,0.657,18.57,8.34,10,8,11,3,7,5,2521,2163,,1405,886,2067,0.429,231,703,0.329,518,742,0.698,532,1340,530,233,159,420,661
319,Western Kentucky NCAA,34,25,9,0.735,3.68,-1.23,15,3,13,0,7,7,2454,2278,,1360,871,1929,0.452,266,714,0.373,446,647,0.689,432,1251,454,193,111,452,587
324,Wisconsin NCAA,33,20,13,0.606,12.43,8.43,10,8,13,3,4,7,2106,1948,,1340,735,1686,0.436,213,592,0.36,423,583,0.726,317,1020,393,163,86,330,532
328,Xavier NCAA,35,27,8,0.771,14.45,4.65,12,4,14,1,7,4,2508,2165,,,847,1846,0.459,239,607,0.394,575,851,0.676,420,1378,464,185,178,511,653
