,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals
142,La Salle NCAA,34,24,10,0.706,10.14,4.46,11,5,13,2,8,6,2450,2257,,1370,871,1931,0.451,262,695,0.377,446,605,0.737,332,958,481,263,119,390,520
146,Liberty NCAA,36,15,21,0.417,-9.13,-5.8,6,10,8,7,4,11,2489,2519,,1455,838,1954,0.429,251,669,0.375,562,770,0.73,367,1164,443,197,105,478,685
149,Long Island University NCAA,34,20,14,0.588,-3.21,-5.8,12,6,12,2,7,9,2677,2589,,1370,915,1909,0.479,246,647,0.38,601,870,0.691,404,1083,515,232,117,486,597
155,Louisville NCAA,40,35,5,0.875,24.81,9.13,14,4,15,1,8,3,2978,2351,,1625,1048,2300,0.456,230,691,0.333,652,920,0.709,531,1385,584,430,168,495,727
162,Marquette NCAA,35,26,9,0.743,14.04,8.58,14,4,16,0,5,6,2382,2191,,1420,842,1844,0.457,147,497,0.296,551,755,0.73,418,1116,483,231,123,471,590
169,Memphis NCAA,36,31,5,0.861,12.26,2.7,16,0,17,1,9,1,2681,2337,,1450,976,2071,0.471,220,592,0.372,509,771,0.66,438,1243,605,321,231,523,651
171,Miami (FL) NCAA,36,29,7,0.806,16.99,7.88,15,3,14,1,10,3,2509,2181,,1445,895,1968,0.455,254,701,0.362,465,680,0.684,357,1179,408,223,159,377,525
173,Michigan State NCAA,36,27,9,0.75,18.64,10.55,13,5,17,1,6,5,2448,2129,,1440,882,1921,0.459,177,523,0.338,507,710,0.714,421,1241,474,289,140,489,579
174,Michigan NCAA,39,31,8,0.795,21.28,10.05,12,6,17,1,5,5,2932,2467,,1575,1093,2260,0.484,296,769,0.385,450,642,0.701,416,1246,565,239,108,368,496
175,Middle Tennessee NCAA,34,28,6,0.824,11.16,-1.52,19,1,15,0,11,3,2405,1974,,1370,848,1835,0.462,181,480,0.377,528,759,0.696,407,1147,481,238,128,464,700
177,Minnesota NCAA,34,21,13,0.618,16.83,10.31,8,10,15,2,3,8,2337,2115,,1365,815,1838,0.443,184,546,0.337,523,764,0.685,501,1186,503,253,187,467,605
180,Mississippi NCAA,36,27,9,0.75,14.42,4.14,12,6,16,1,6,6,2779,2409,,1455,977,2230,0.438,238,735,0.324,587,866,0.678,466,1251,450,297,185,395,606
183,Missouri NCAA,34,23,11,0.676,15.41,6,11,7,17,0,2,8,2588,2268,,1370,924,2015,0.459,215,635,0.339,525,706,0.744,454,1266,472,229,119,442,567
186,Montana NCAA,32,25,7,0.781,-1.11,-4.21,19,1,15,1,10,4,2238,2096,,1305,760,1635,0.465,219,589,0.372,499,651,0.767,248,905,405,187,100,391,543
194,Nevada-Las Vegas NCAA,35,25,10,0.714,12.92,5.71,10,6,17,2,6,6,2498,2206,,1405,872,2002,0.436,227,689,0.329,525,747,0.703,418,1281,562,253,203,487,593
197,New Mexico State NCAA,35,24,11,0.686,5.11,0.7,14,4,15,1,6,8,2355,2175,,1410,832,1828,0.455,137,438,0.313,554,845,0.656,429,1235,401,198,193,506,525
198,New Mexico NCAA,35,29,6,0.829,13.28,6.63,13,3,15,1,8,4,2355,2122,,1410,768,1815,0.423,221,629,0.351,598,829,0.721,335,1123,505,220,134,402,542
205,North Carolina A&T NCAA,37,20,17,0.541,-6.94,-6.3,8,8,9,3,5,12,2299,2291,,1485,776,1927,0.403,215,707,0.304,532,809,0.658,387,1166,405,261,165,564,716
208,North Carolina State NCAA,35,24,11,0.686,14.32,7.17,11,7,16,1,3,7,2708,2458,,1405,985,1987,0.496,184,471,0.391,554,813,0.681,396,1186,511,227,147,433,544
210,North Carolina NCAA,36,25,11,0.694,14.52,8.01,12,6,14,2,7,6,2762,2492,,1445,1023,2321,0.441,272,723,0.376,442,655,0.675,478,1254,616,303,117,433,539
221,Northwestern State NCAA,32,23,9,0.719,0.41,-3.77,15,3,13,1,8,7,2559,2285,,1280,919,2007,0.458,189,603,0.313,532,775,0.686,435,1133,489,307,151,448,619
223,Notre Dame NCAA,35,25,10,0.714,13.74,7.22,11,7,17,2,4,5,2450,2222,,1440,892,1929,0.462,228,617,0.37,438,618,0.709,387,1146,587,175,132,393,495
225,Ohio State NCAA,37,29,8,0.784,20.19,9.32,13,5,16,2,5,5,2599,2197,,1485,928,2057,0.451,227,638,0.356,516,729,0.708,378,1219,493,248,162,377,590
227,Oklahoma State NCAA,33,24,9,0.727,15.57,6.73,13,5,15,2,5,5,2371,2079,,1345,814,1854,0.439,183,580,0.316,560,751,0.746,354,1110,398,248,155,411,598
228,Oklahoma NCAA,32,20,12,0.625,11.4,7.09,12,7,12,2,5,7,2260,2122,,1290,803,1847,0.435,159,493,0.323,495,654,0.757,377,1066,394,206,89,376,557
232,Oregon NCAA,37,28,9,0.757,13.82,5.77,12,6,17,2,6,5,2650,2352,,1505,944,2110,0.447,192,577,0.333,570,809,0.705,451,1285,484,314,146,555,651
233,Pacific NCAA,35,22,13,0.629,1.96,1.05,13,5,13,2,4,9,2344,2238,,1405,824,1839,0.448,225,590,0.381,471,684,0.689,333,1037,510,194,46,390,621
237,Pittsburgh NCAA,33,24,9,0.727,18.82,5.63,12,6,16,3,6,3,2282,1847,,1335,837,1775,0.472,163,467,0.349,445,666,0.668,425,1067,537,218,131,364,575
257,Saint Louis NCAA,35,28,7,0.8,14.33,4.28,13,3,17,2,6,3,2388,2036,,1410,808,1812,0.446,210,617,0.34,562,798,0.704,306,1032,453,267,109,383,603
258,Saint Mary's (CA) NCAA,35,28,7,0.8,14.51,3.31,14,2,16,1,9,2,2610,2203,,1405,910,1939,0.469,273,728,0.375,517,713,0.725,422,1199,502,214,98,416,612
262,San Diego State NCAA,34,23,11,0.676,13.01,6.19,9,7,14,1,4,6,2356,2077,,1365,839,1916,0.438,202,618,0.327,476,697,0.683,376,1144,425,235,155,410,497
275,South Dakota State NCAA,35,25,10,0.714,2.36,-3.27,13,3,13,0,7,9,2568,2300,,1420,910,1938,0.47,270,694,0.389,478,627,0.762,331,1125,506,175,78,365,492
286,Southern NCAA,33,23,10,0.697,-2.61,-10.31,15,3,12,0,8,8,2223,1890,,1320,761,1757,0.433,226,619,0.365,475,689,0.689,288,1035,376,244,134,359,562
294,Syracuse NCAA,40,30,10,0.75,20.3,8.57,11,7,17,2,5,5,2816,2347,,1610,1007,2293,0.439,233,696,0.335,569,843,0.675,560,1380,562,360,248,495,637
295,Temple NCAA,34,24,10,0.706,9.52,5.2,11,5,14,3,8,4,2456,2309,,1360,851,1986,0.428,243,740,0.328,511,707,0.723,381,1057,497,267,126,366,558
316,UCLA NCAA,35,25,10,0.714,12.88,7.82,13,5,15,3,6,3,2604,2427,,1420,961,2131,0.451,171,514,0.333,511,706,0.724,387,1165,559,283,127,391,526
320,Valparaiso NCAA,34,26,8,0.765,7.15,-1.13,13,3,15,2,10,5,2420,2119,,1365,823,1699,0.484,253,680,0.372,521,713,0.731,303,1008,467,232,114,486,586
323,Villanova NCAA,34,20,14,0.588,10.74,8.53,10,8,12,4,6,7,2307,2214,,1385,732,1760,0.416,204,617,0.331,639,889,0.719,383,1116,413,263,114,533,651
324,Virginia Commonwealth NCAA,36,27,9,0.75,16.89,4.47,12,4,15,2,8,3,2770,2323,,1450,1010,2243,0.45,281,800,0.351,469,669,0.701,479,1155,521,422,109,407,708
336,Western Kentucky NCAA,36,20,16,0.556,-0.65,-1.14,10,10,11,4,4,9,2409,2364,,1445,837,1959,0.427,226,709,0.319,509,755,0.674,441,1204,400,223,115,537,691
338,Wichita State NCAA,39,30,9,0.769,14.68,6.09,12,6,14,2,7,5,2720,2385,,1560,954,2166,0.44,259,765,0.339,553,791,0.699,512,1355,530,289,173,492,700
341,Wisconsin NCAA,35,23,12,0.657,18.76,9.73,12,6,15,3,5,6,2274,1958,,1420,823,1960,0.42,259,785,0.33,369,582,0.634,401,1202,465,200,153,334,491
