,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals
138,Kansas State NCAA,34,23,11,0.676,14.59,8.41,10,6,16,1,5,5,2477,2249,,1360,849,1939,0.438,237,631,0.376,542,828,0.655,490,1280,474,208,154,498,692
139,Kansas NCAA,38,35,3,0.921,24.1,7.62,14,2,16,1,9,1,3084,2458,,1525,1114,2193,0.508,271,710,0.382,585,862,0.679,449,1475,674,295,153,507,666
142,Kentucky NCAA,38,29,9,0.763,20.3,8.91,10,6,15,0,3,7,2845,2412,,1525,1002,2183,0.459,281,707,0.397,560,789,0.71,445,1420,482,211,239,406,601
150,Long Island University NCAA,33,27,6,0.818,2.23,-5.77,16,2,14,2,13,3,2730,2466,,1331,928,2009,0.462,229,635,0.361,645,999,0.646,479,1378,503,246,111,505,580
156,Louisville NCAA,35,25,10,0.714,18.6,8.2,12,6,19,2,4,6,2623,2259,,1425,949,2097,0.453,309,854,0.362,416,627,0.663,434,1272,608,327,175,459,671
163,Marquette NCAA,37,22,15,0.595,14.89,8.51,9,9,14,4,4,7,2782,2546,,1485,973,2094,0.465,191,547,0.349,645,927,0.696,457,1329,574,265,134,455,622
170,Memphis NCAA,35,25,10,0.714,6.91,3.14,10,6,17,2,3,6,2524,2392,,1415,891,1975,0.451,210,639,0.329,532,782,0.68,421,1246,512,297,183,535,712
174,Michigan State NCAA,34,19,15,0.559,13.7,11.67,9,9,12,3,3,8,2338,2263,,1375,817,1894,0.431,220,620,0.355,484,691,0.7,407,1256,509,219,167,454,648
175,Michigan NCAA,35,21,14,0.6,14.21,10.68,9,9,14,5,5,5,2328,2187,,1410,847,1889,0.448,283,804,0.352,351,502,0.699,289,1115,480,168,69,351,587
184,Missouri NCAA,34,23,11,0.676,14.77,6.5,8,8,17,1,2,7,2748,2435,,1375,983,2145,0.458,245,669,0.366,537,727,0.739,425,1197,558,329,171,431,689
188,Morehead State NCAA,35,25,10,0.714,2.81,-3.13,13,5,14,1,8,8,2412,2162,,1414,851,1874,0.454,204,601,0.339,506,751,0.674,484,1311,424,300,110,525,653
194,Nevada-Las Vegas NCAA,33,24,9,0.727,14.67,6,11,5,11,4,8,3,2363,2077,,1325,842,1836,0.459,184,558,0.33,495,718,0.689,368,1151,509,268,124,414,635
203,North Carolina-Asheville NCAA,34,20,14,0.588,-0.69,-2.89,11,7,10,5,8,8,2506,2333,,1390,881,1950,0.452,168,515,0.326,576,810,0.711,400,1213,492,310,152,506,664
209,North Carolina NCAA,37,29,8,0.784,18.87,10.15,14,2,15,0,7,3,2868,2545,,1485,1044,2317,0.451,190,579,0.328,590,878,0.672,525,1578,573,232,204,493,597
216,Northern Colorado NCAA,32,21,11,0.656,1.39,-2.24,13,3,14,0,6,9,2287,2105,,1280,731,1708,0.428,254,657,0.387,571,742,0.77,376,1150,371,191,62,454,609
221,Notre Dame NCAA,34,27,7,0.794,18.17,8.43,14,4,17,0,5,4,2558,2227,,1380,843,1832,0.46,273,708,0.386,599,827,0.724,371,1261,563,156,128,364,517
222,Oakland NCAA,35,25,10,0.714,8.28,0.1,17,1,10,1,10,7,2992,2690,,1405,1052,2137,0.492,287,767,0.374,601,834,0.721,451,1366,568,216,192,473,644
223,Ohio State NCAA,37,34,3,0.919,25.84,8.38,16,2,20,0,9,2,2854,2208,,1485,1017,2059,0.494,285,674,0.423,535,763,0.701,419,1277,587,263,118,375,519
227,Old Dominion NCAA,34,27,7,0.794,9.03,1.76,14,4,14,2,7,4,2231,1984,,1360,803,1828,0.439,166,505,0.329,459,687,0.668,524,1355,485,234,146,424,503
232,Penn State NCAA,34,19,15,0.559,11.98,11.45,9,9,13,5,3,8,2144,2126,,1360,767,1748,0.439,216,638,0.339,394,544,0.724,337,1068,413,151,82,358,530
235,Pittsburgh NCAA,34,28,6,0.824,20.82,7.85,15,3,17,1,7,2,2514,2073,,1365,886,1866,0.475,202,512,0.395,540,805,0.671,484,1359,595,160,111,397,610
240,Princeton NCAA,32,25,7,0.781,3.71,-1.61,13,2,12,0,10,5,2215,2017,,1305,788,1696,0.465,193,531,0.363,446,609,0.732,315,1105,427,191,134,389,551
242,Purdue NCAA,34,26,8,0.765,19.36,8.69,14,4,16,0,7,5,2466,2103,,1365,875,1957,0.447,235,645,0.364,481,673,0.715,380,1207,538,211,141,354,605
247,Richmond NCAA,37,29,8,0.784,11.23,2.79,13,3,12,3,10,3,2577,2265,,1490,922,2007,0.459,287,735,0.39,446,649,0.687,344,1222,548,220,155,383,587
257,Saint Peter's NCAA,34,20,14,0.588,-0.28,-1.08,11,7,8,3,8,8,2069,2042,,1366,713,1782,0.4,197,573,0.344,446,693,0.644,384,1209,383,263,154,511,662
260,San Diego State NCAA,37,34,3,0.919,17.96,6.36,14,2,14,1,11,1,2660,2192,,1490,991,2141,0.463,223,639,0.349,455,653,0.697,472,1396,499,227,170,402,542
278,Southern California NCAA,34,19,15,0.559,11.52,7.97,10,8,12,4,5,8,2252,2131,,1365,813,1832,0.444,204,577,0.354,422,648,0.651,340,1153,402,199,104,390,589
287,St. John's (NY) NCAA,33,21,12,0.636,13.1,10.01,12,6,12,3,5,7,2313,2211,,1325,807,1773,0.455,143,427,0.335,556,783,0.71,354,1068,417,266,94,408,626
292,Syracuse NCAA,35,27,8,0.771,18.85,8.79,12,6,16,3,6,3,2568,2216,,1410,936,1983,0.472,222,628,0.354,474,713,0.665,429,1308,566,304,231,433,544
293,Temple NCAA,34,26,8,0.765,12.35,4.23,14,2,14,0,7,4,2400,2124,,1375,868,1943,0.447,206,583,0.353,458,656,0.698,374,1218,511,231,156,368,538
297,Tennessee NCAA,34,19,15,0.559,11.08,8.73,8,8,10,8,5,4,2376,2296,,1370,837,1941,0.431,175,583,0.3,527,770,0.684,464,1279,443,250,126,454,662
299,Texas A&M NCAA,33,24,9,0.727,12.62,5.94,10,6,15,2,5,4,2254,2009,,1340,758,1719,0.441,181,534,0.339,557,799,0.697,412,1193,444,215,51,426,602
304,Texas-San Antonio NCAA,34,20,14,0.588,-5.8,-4.93,9,7,11,3,5,10,2384,2363,,1360,802,1871,0.429,234,667,0.351,546,774,0.705,362,1186,430,240,76,461,657
308,Texas NCAA,36,28,8,0.778,20.82,7.96,13,3,16,2,7,3,2701,2238,,1450,954,2099,0.455,201,535,0.376,592,905,0.654,494,1452,485,207,183,425,616
314,UCLA NCAA,34,23,11,0.676,11.7,7.93,13,5,16,2,5,5,2382,2254,,1375,830,1824,0.455,173,529,0.327,549,808,0.679,405,1265,493,186,198,502,594
315,Utah State NCAA,34,30,4,0.882,13.23,0.5,15,1,17,0,11,3,2449,1995,,1370,840,1788,0.47,206,562,0.367,563,764,0.737,363,1266,500,162,110,402,591
319,Vanderbilt NCAA,34,23,11,0.676,15.1,6.86,9,7,14,3,5,5,2581,2301,,1375,848,1853,0.458,263,708,0.371,622,837,0.743,370,1255,454,175,162,441,552
321,Villanova NCAA,33,21,12,0.636,15.05,8.23,9,9,13,4,7,5,2384,2159,,1325,796,1819,0.438,210,604,0.348,582,769,0.757,402,1223,450,208,125,392,578
322,Virginia Commonwealth NCAA,40,28,12,0.7,8.56,3.78,12,6,11,3,8,6,2864,2673,,1620,968,2228,0.434,339,917,0.37,589,824,0.715,428,1292,583,328,140,452,735
329,Washington NCAA,35,24,11,0.686,20.12,7.74,11,7,14,2,5,6,2907,2474,,1410,1061,2260,0.469,305,821,0.371,480,712,0.674,488,1367,593,234,179,426,718
331,West Virginia NCAA,33,21,12,0.636,16.15,11.03,11,7,12,2,4,6,2303,2134,,1320,783,1826,0.429,206,611,0.337,531,747,0.711,469,1227,491,154,136,397,598
339,Wisconsin NCAA,34,25,9,0.735,18.77,9.42,13,5,16,0,5,6,2310,1992,,1370,798,1808,0.441,278,744,0.374,436,533,0.818,355,1088,442,121,105,258,522
340,Wofford NCAA,34,21,13,0.618,4.35,-1.21,14,4,8,4,8,6,2502,2313,,1390,883,1853,0.477,197,493,0.4,539,778,0.693,372,1108,487,227,86,404,654
343,Xavier NCAA,32,24,8,0.75,11.88,4.41,15,1,14,1,7,4,2306,2067,,1300,784,1700,0.461,173,526,0.329,565,756,0.747,328,1130,424,174,98,386,551
