,,Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals,School Totals
212,Northern Iowa NCAA,35,30,5,0.857,12.03,4.27,15,3,14,0,9,3,2216,1929,,1400,747,1741,0.429,233,659,0.354,489,645,0.758,333,1130,367,198,70,372,556
215,Notre Dame NCAA,35,23,12,0.657,13.14,6.22,10,8,17,3,3,6,2635,2393,,1415,918,1953,0.47,261,673,0.388,538,744,0.723,402,1250,585,194,104,362,530
216,Oakland NCAA,35,26,9,0.743,-0.64,-2.96,17,1,13,1,10,7,2676,2504,,1400,920,2053,0.448,206,640,0.322,630,876,0.719,477,1344,461,236,169,485,632
217,Ohio State NCAA,37,29,8,0.784,19.49,7.37,14,4,17,1,6,5,2740,2274,,1490,983,1999,0.492,276,708,0.39,498,716,0.696,325,1234,545,262,157,413,565
218,Ohio NCAA,37,22,15,0.595,4.56,-0.03,7,9,13,4,5,9,2763,2569,,1510,925,2153,0.43,278,759,0.366,635,883,0.719,443,1371,524,278,97,473,696
219,Oklahoma State NCAA,33,22,11,0.667,12.34,6.97,9,7,15,1,3,7,2437,2243,,1325,839,1861,0.451,274,784,0.349,485,679,0.714,327,1169,413,214,84,418,664
221,Old Dominion NCAA,36,27,9,0.75,11.39,1.78,15,3,15,0,9,6,2415,2069,,1445,922,2061,0.447,166,523,0.317,405,625,0.648,540,1394,554,282,105,457,560
229,Pittsburgh NCAA,34,25,9,0.735,14.3,7.39,13,5,17,1,5,4,2336,2101,,1390,809,1811,0.447,181,526,0.344,537,775,0.693,420,1269,536,177,139,421,594
235,Purdue NCAA,35,29,6,0.829,17.52,8.81,14,4,15,3,8,2,2467,2144,,1405,867,1957,0.443,187,588,0.318,546,755,0.723,351,1170,493,248,162,381,651
240,Richmond NCAA,35,26,9,0.743,10.03,3.43,13,3,14,1,7,6,2427,2196,,1430,868,1943,0.447,250,704,0.355,441,630,0.7,304,1139,442,289,158,384,634
242,Robert Morris NCAA,35,23,12,0.657,-3.71,-6.15,15,3,12,3,10,7,2399,2306,,1405,815,1868,0.436,197,546,0.361,572,859,0.666,412,1227,433,267,80,520,757
249,Saint Mary's (CA) NCAA,34,28,6,0.824,13.38,2.2,11,3,14,2,9,2,2668,2258,,1365,944,1950,0.484,284,699,0.406,496,652,0.761,370,1244,543,168,176,394,560
251,Sam Houston State NCAA,33,25,8,0.758,3.71,-3.37,14,2,13,1,7,6,2616,2284,,1330,909,1963,0.463,287,775,0.37,511,727,0.703,410,1247,673,257,85,442,661
253,San Diego State NCAA,34,25,9,0.735,11.34,4.21,11,5,14,1,9,7,2389,2101,,1375,875,1846,0.474,179,564,0.317,460,741,0.621,444,1257,458,251,156,453,552
260,Siena NCAA,34,27,7,0.794,8.48,-1.17,17,1,17,0,9,5,2554,2226,,1370,930,2048,0.454,160,498,0.321,534,793,0.673,442,1310,486,298,119,418,471
281,Syracuse NCAA,35,30,5,0.857,21.72,7.21,15,3,17,2,8,1,2832,2324,,1400,1042,2021,0.516,244,624,0.391,504,745,0.677,417,1337,673,336,221,532,515
282,Temple NCAA,35,29,6,0.829,12.44,4.27,14,2,14,2,12,3,2273,1987,,1410,851,1942,0.438,204,605,0.337,367,533,0.689,377,1281,515,163,104,358,521
286,Tennessee NCAA,37,28,9,0.757,16.05,7.75,11,5,15,1,5,5,2720,2413,,1485,991,2174,0.456,218,681,0.32,520,775,0.671,441,1353,530,290,136,490,733
288,Texas A&M NCAA,34,24,10,0.706,15.24,9.8,11,5,15,1,5,5,2426,2192,,1370,813,1846,0.44,210,626,0.335,590,892,0.661,400,1252,417,223,113,417,619
291,Texas-El Paso NCAA,33,26,7,0.788,12.66,1.96,15,1,15,2,8,2,2484,2131,,1335,891,1879,0.474,201,586,0.343,501,744,0.673,323,1193,488,288,120,435,643
297,Texas NCAA,34,24,10,0.706,18.56,7.38,9,7,15,2,5,6,2761,2381,,1375,1005,2158,0.466,195,566,0.345,556,878,0.633,503,1425,489,269,194,464,670
304,Utah State NCAA,35,27,8,0.771,13.62,1.23,14,2,17,1,8,5,2559,2097,,1405,941,1928,0.488,242,585,0.414,435,574,0.758,362,1238,584,162,123,358,562
308,Vanderbilt NCAA,33,24,9,0.727,15.24,7.86,12,4,14,2,7,3,2537,2274,,1325,859,1829,0.47,203,552,0.368,616,854,0.721,361,1197,436,188,171,448,632
309,Vermont NCAA,35,25,10,0.714,-1.26,-6.69,12,4,10,2,12,6,2457,2267,,1405,826,1884,0.438,166,524,0.317,639,930,0.687,433,1291,423,239,141,487,635
310,Villanova NCAA,33,25,8,0.758,16.72,7.75,13,5,12,2,6,4,2700,2404,,1330,899,1962,0.458,252,676,0.373,650,861,0.755,441,1272,448,259,133,452,731
316,Wake Forest NCAA,31,20,11,0.645,11.45,8.85,9,7,13,2,5,7,2257,2155,,1270,811,1869,0.434,134,435,0.308,501,762,0.657,463,1306,369,221,162,471,624
318,Washington NCAA,36,26,10,0.722,15.64,7.49,11,7,17,2,4,6,2851,2519,,1445,1004,2212,0.454,191,568,0.336,652,905,0.72,476,1364,515,264,151,460,766
320,West Virginia NCAA,38,31,7,0.816,19.16,10.26,13,5,12,2,7,4,2752,2414,,1545,942,2190,0.43,257,762,0.337,611,868,0.704,585,1467,589,213,155,451,686
327,Winthrop NCAA,33,19,14,0.576,-8.68,-7.31,12,6,12,2,6,11,2042,2025,,1330,735,1934,0.38,124,500,0.248,448,696,0.644,450,1276,346,283,135,402,622
328,Wisconsin NCAA,33,24,9,0.727,17.84,7.66,13,5,16,1,5,5,2214,1878,,1330,776,1750,0.443,246,690,0.357,416,568,0.732,320,1056,412,187,113,289,537
329,Wofford NCAA,35,26,9,0.743,4.43,-2.57,15,3,11,1,10,6,2408,2134,,1405,825,1873,0.44,203,580,0.35,555,830,0.669,402,1243,469,242,74,416,621
332,Xavier NCAA,35,26,9,0.743,16.23,5.94,14,2,15,0,7,5,2793,2433,,1445,961,2082,0.462,250,664,0.377,621,873,0.711,444,1415,494,235,132,452,662
